source_gt,program,code,name_th,name_en,year,semester,pages
หมวดศึกษาทั่วไป (general_education),dsba,90643027,มนุษย์ เงิน และคณิตศาสตร์,"MAN, MONEY AND MATH",,,133;201
หมวดศึกษาทั่วไป (general_education),dsba,90643028,มือใหม่ (หัด) เล่นหุ้น,SMART TIPS FOR BEGINNING INVESTERS,,,133;201;210
หมวดศึกษาทั่วไป (general_education),dsba,90643029,เศรษฐกิจดิจิทัล,DIGITAL ECONOMY,,,133;201;210
หมวดศึกษาทั่วไป (general_education),dsba,90643030,เศรษศาสตร์ทั่ไป และการศึกษาความเป็นไปได้ของโครงการ,GENERAL ECONOMICS AND PROJECT FEASIBILITY STUDY,,,133;202;210;256
หมวดศึกษาทั่วไป (general_education),dsba,90643031,วิถีชีวิตตามแนวคิดเศรษฐกิจหมุนเวียนในศตวรรษที่ 21,CIRCULAR ECONOMIC LIFESTYLE FOR 21st CENTURY,,,133;202;210
หมวดศึกษาทั่วไป (general_education),dsba,90643032,ปักหมุดเศรษฐกิจ,BCG ECONOMY IN ACTION,,,133;202;211;255
หมวดศึกษาทั่วไป (general_education),dsba,90643033,การจัดการนวัตกรรม,INNOVATION MANAGEMENT,,,133;203;211
หมวดศึกษาทั่วไป (general_education),dsba,90643034,การจัดการกับความคิดสร้างสรรค์,MANAGEMENT AND CREATIVITY,,,133;203
หมวดศึกษาทั่วไป (general_education),dsba,90643035,การจัดการความรู้เพื่อการพัฒนานวัตกรรม,KNOWLEDGE MANAGEMENT FOR INNOVATION DEVELOPMENT,,,133;204;256;257
หมวดศึกษาทั่วไป (general_education),dsba,90643036,การจัดการความรู้เพื่อการบริหารโครงการ,KNOWLEDGE MANAGEMENT FOR PROJECT MANAGEMENT,,,133;204
หมวดศึกษาทั่วไป (general_education),dsba,90643037,การบัริหารงานภาครัฐและนโยบายสาธารณะในศตวรรษที่ 21,PUBLIC ADMINISTRATION AND PUBLIC POLICY IN THE 21st CENTURY,,,133;204;211
หมวดศึกษาทั่วไป (general_education),dsba,90643038,ศัลยกรรมชีวิต,REBRANDING,,,133;205;211
หมวดศึกษาทั่วไป (general_education),dsba,90644001,ปฎิบัติงานตามทักษะด้านการสื่อสาร 1,PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 1,,,133;205;211
หมวดศึกษาทั่วไป (general_education),dsba,90644002,ปฎิบัติงานตามทักษะด้านการสื่อสาร 2,PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 2,,,133;211
หมวดศึกษาทั่วไป (general_education),dsba,90644003,ปฎิบัติงานตามทักษะด้านการสื่อสาร 3,PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 3,,,133;205;211
หมวดศึกษาทั่วไป (general_education),dsba,90644004,การฟังและการพูดเชิงวิชาการ,ACADEMIC LISTENING AND SPEAKING,,,133;137;206;211
หมวดศึกษาทั่วไป (general_education),dsba,90644005,การอ่านและการเขียนเชิงวิชาการ,ACADEMIC READING AND WRITING,,,133;137;206;211
หมวดศึกษาทั่วไป (general_education),dsba,90644006,ภาษาอังกฤษเพื่อปรับพื้นฐาน,PREPARATORY ENGLISH,,,134;137;206;211
หมวดศึกษาทั่วไป (general_education),dsba,90644007,ภาษาอังกฤษพื้นฐาน 1,FOUNDATION ENGLISH 1,,,14;121;134;207;211;350
หมวดศึกษาทั่วไป (general_education),dsba,90644008,ภาษาอังกฤษพื้นฐาน 2,FOUNDATION ENGLISH 2,,,14;121;134;207;211;350
หมวดศึกษาทั่วไป (general_education),dsba,90644009,การออกเสียงภาษาอังกฤษเบื้องต้น,BASIC ENGLISH PRONUNCIATION,,,134;207;212
หมวดศึกษาทั่วไป (general_education),dsba,90644010,การพัฒนาทักษะการอ่านและการเขียนภาษาอังกฤษ,DEVELOPMENT OF READING AND WRITING SKILLS IN ENGLISH,,,134;207
หมวดศึกษาทั่วไป (general_education),dsba,90644011,ภาษาอังกฤษเชิงวิชาการ,ENGLISH FOR ACADEMIC PURPOSES,,,134;208;212
หมวดศึกษาทั่วไป (general_education),dsba,90644012,ภาษาอังกฤษเพื่อการสื่อสาร,ENGLISH FOR COMMUNICATION,,,134;208;212
หมวดศึกษาทั่วไป (general_education),dsba,90644013,การรเขียนภาษาอังกฤษเพื่อการสื่อสาร,ENGLISH FOR COMMUNICATIVE WRITING,,,134;208;212
หมวดศึกษาทั่วไป (general_education),dsba,90644014,ภาษาอังกฤษเพื่อการสื่อสารทางวิชาการ,ENGLISH FOR PROFESSIONAL COMMUNICATION,,,134;208;212
หมวดศึกษาทั่วไป (general_education),dsba,90644015,ภาษาอังกฤษเพื่อการศึกษาต่อ,ENGLISH FOR FURTHER STUDIES,,,134;209
หมวดศึกษาทั่วไป (general_education),dsba,90644016,อังกฤษเพื่ออุสาหกรรม,ENGLISH FOR INDUSTRY,,,134;209;256
หมวดศึกษาทั่วไป (general_education),dsba,90644017,ภาษาอังกฤษสำหรับธุรกิจ,ENGLISH FOR BUSINESS,,,134;209;212
หมวดศึกษาทั่วไป (general_education),dsba,90644018,ภาษาอังกฤษเพื่อการตลาด,ENGLISH FOR MARKETING,,,134;209;212
หมวดศึกษาทั่วไป (general_education),dsba,90644019,ภาษาอังกฤษเพื่อการจัดการ,ENGLISH FOR MANAGEMENT,,,134;210;212
หมวดศึกษาทั่วไป (general_education),dsba,90644020,ภาษาอังกฤษเพื่อความเข้าใจข่าวสาร,ENGLISH FOR MADIA,,,134;210
หมวดศึกษาทั่วไป (general_education),dsba,90644021,ภาษาอังกฤษเพื่อการสื่อสารระหว่างวัฒนธรรม,ENGLISH FOR INTERCURAL COMMUNICATION,,,134;210;212
หมวดศึกษาทั่วไป (general_education),dsba,90644022,ภาษาอังกฤษสำหรับมืออาชีพ,ENGLISH FOR PROFESSIONAL PURPOSES,,,134;210;212
หมวดศึกษาทั่วไป (general_education),dsba,90644023,ภาษาอังกฤษเพื่อเตรียมตัวทำงาน,ENGLISH FOR WORK PREPATION,,,134;211;257
หมวดศึกษาทั่วไป (general_education),dsba,90644024,ภาษาอังกฤษเพื่อการท่องเที่ยวและการเดินทาง,ENGLISH FOR TOURISM AND TRAVELLING,,,134;211;212
หมวดศึกษาทั่วไป (general_education),dsba,90644025,ภาษาอังกฤษเพื่อการสื่อสารในงานสถาปัตยกรรม,ENGLISH FOR ARCHITECTURAL ARTS & DESIGN COMMUNICATION,,,135;211;212
หมวดศึกษาทั่วไป (general_education),dsba,90644026,ภาษาอังกฤษเพื่อการนำเสนอในงานสถาปัตยกรรม,ENGLISH FOR ARCHITECTURAL ARTS & DESIGN PRESENTATION,,,135;211;213
หมวดศึกษาทั่วไป (general_education),dsba,90644027,ภาษาอังกฤษสำหระบการเขียนพรรณา,ENGLISH FOR NARRATIVE WRITING,,,135;212
หมวดศึกษาทั่วไป (general_education),dsba,90644028,ภาษาอังกฤษเพื่อการออกแบบ,ENGLISH FOR DESIGN,,,135;212
หมวดศึกษาทั่วไป (general_education),dsba,90644029,ภาษาอังกฤษสำหรับวิชาชีพสุขภาพ,ENGLISH FOR HEALTH PROFESSIONS,,,135;212
หมวดศึกษาทั่วไป (general_education),dsba,90644030,ภาษาอังกฤษเพื่อการประชาสัมพันธ์,ENGLISH FOR PUBLIC RELATIONS,,,135;212
หมวดศึกษาทั่วไป (general_education),dsba,90644031,ภาษาอังกฤษสำหรับวิทยาศาสตร์และเทคโนโลยี,ENGLISH FOR SCIENCE AND TECHNOLOGY,,,135;213
หมวดศึกษาทั่วไป (general_education),dsba,90644032,ภาษาอังกฤษสำหรับการบิน,ENGLISH FOR AVIATION,,,135;213
หมวดศึกษาทั่วไป (general_education),dsba,90644033,การเขียนและการพูดในงานอาชีพ,WRITING AND SPEAKING IN THE PROFESSIONS,,,135;213
หมวดศึกษาทั่วไป (general_education),dsba,90644034,การเขียนทางเทคนิค,TECHNICAL WRITING,,,135;213
หมวดศึกษาทั่วไป (general_education),dsba,90644035,การอ่านและเขียนเชิงวิชาการสำหรับวิทยาศาสตร์สุขภาพ,ACADEMIC READING AND WRITING FOR HEALTH SCIENCES,,,135;213;214;249
หมวดศึกษาทั่วไป (general_education),dsba,90644036,การพัฒนาทักษะทางภาษาอังกฤษเพื่อการเรียนรู้ตลอดชีวิต,ENLISH SKILL DEVELOPMENT FOR LIFE-LONG LEARNING,,,135;214
หมวดศึกษาทั่วไป (general_education),dsba,90644037,การสื่อสารข้ามวัฒนธรรม,CROSS CULTURAL COMMUNICATION,,,135;214
หมวดศึกษาทั่วไป (general_education),dsba,90644038,การสื่อสารนวัตกรรม,INNOVATIVE COMMUNICATION,,,135;215
หมวดศึกษาทั่วไป (general_education),dsba,90644039,ทักษะการสื่อสารผ่านการอภิปราย,COMMUNICATION SKILLS THROUGH DEBATE,,,135;213;215;257
หมวดศึกษาทั่วไป (general_education),dsba,90644040,ทักษะการสื่อสารผ่านละคร,COMMUNICATION SKILLS THROUGH DRAMA,,,135;215;274
หมวดศึกษาทั่วไป (general_education),dsba,90644041,ภาษาอังกฤษจากสื่อบันเทิง,ENGLISH FROM ENTERTAINMENT MEDIA,,,135;215
หมวดศึกษาทั่วไป (general_education),dsba,90644042,การสื่อสารและการนำเสนออย่างมืออาชีพ,PROFESSIONAL COMMUNICATION AND PRESENTATION,,,14;25;32;135;216;256;257;274;351
หมวดศึกษาทั่วไป (general_education),dsba,90644043,การพูดในที่สาธารณะ,PUBLIC SPEAKING,,,135;216
หมวดศึกษาทั่วไป (general_education),dsba,90644044,พูดได้ พูดดี พูดเป็น,BEST SPEECH,,,136;216
หมวดศึกษาทั่วไป (general_education),dsba,90644045,การค้นคว้าและการเขียนรายงาน,RESEARCH PAPER WRITING,,,136;216
หมวดศึกษาทั่วไป (general_education),dsba,90644046,การฟังและการอ่านเพื่อพัฒนาคุณภาพชีวิต,LISTENING AND READING FOR IMPROVING LIFE QUALITY,,,136;217;274
หมวดศึกษาทั่วไป (general_education),dsba,90644047,การพัฒนาทักษะการเขียนภาษาไทยเชิงสร้างสรรค์,DEVELOPMENT OF THAI CREATIVE WRITING SKILLS,,,136;217;274
หมวดศึกษาทั่วไป (general_education),dsba,90644048,ภาษาในสังคมไทย,LANGUAGE IN THAI SOCIETY,,,136;217
หมวดศึกษาทั่วไป (general_education),dsba,90644049,ภาษาไทยเพื่อการสร้างสรรค์,THAI LANGUAGE FOR CREATIVITY,,,136;217
หมวดศึกษาทั่วไป (general_education),dsba,90644050,การเขียนภาษาไทยในที่ทำงาน,THAI WRITING IN WORKPLACE,,,136;218;257
หมวดศึกษาทั่วไป (general_education),dsba,90644051,ภาษาไทยสำหรับทันตแพทย์,THAI FOR DENTAL PROFESSIONS,,,136;218
หมวดศึกษาทั่วไป (general_education),dsba,90644052,ศิลปะการสื่อสารสำหรับมืออาชีพด้านอาหาร,COMMUNICATION IN THAI FOR CULINARY PROFESSIONALS,,,136;218;274
หมวดศึกษาทั่วไป (general_education),dsba,90644053,การฟังและการพูดภาษาจีนพื้นฐาน,FUNDAMENTAL CHINESE FOR LISTENING AND SPEAKING,,,136;218;250
หมวดศึกษาทั่วไป (general_education),dsba,90644054,การอ่านและการเขียนภาษาจีนพื้นฐาน,FUNDAMENTAL CHINESE READING AND WRITING,,,136;219;274
หมวดศึกษาทั่วไป (general_education),dsba,90644055,ไวยากรณ์ภาษาจีนพื้นฐาน และสำนวนและสุภาษิตภาษาจีน,BASIC CHINESE GRAMMAR AND CHINESE IDIOMS AND PROVERBS,,,136;219;251;274
หมวดศึกษาทั่วไป (general_education),dsba,90644056,วัฒนธรรม สำนวนและสุภาษิตจีน,CHINESE CULTURE IDIOMS AND PROVERBS,,,136;219;275
หมวดศึกษาทั่วไป (general_education),dsba,90644057,ภาษาจีนเพื่อการสื่อสาร,CHINESE FOR COMMUNUCATION,,,136;219;253
หมวดศึกษาทั่วไป (general_education),dsba,90644058,ภาษาจีนสำหรับแฟนด้อม,CHINESE FANDOM,,,136;219
หมวดศึกษาทั่วไป (general_education),dsba,90644059,ภาษาจีนเพื่อการท่องเที่ยว,CHINESE FOR TRAVEL,,,136;220
หมวดศึกษาทั่วไป (general_education),dsba,90644060,ภาษาเยอรมันเพื่อการสื่อสาร,GERMAN FOR COMMUNUCATION,,,136;220
หมวดศึกษาทั่วไป (general_education),dsba,90644061,ภาษาเยอรมันเพื่อการทำงานและธุรกิจ,GERMAN FOR WORK AND BUSINESS,,,136;220
หมวดศึกษาทั่วไป (general_education),dsba,90644062,ภาษาญี่ปุ่นเพื่อการสื่อสาร,JAPANESE FOR COMMUNICATION,,,136;221;253
หมวดศึกษาทั่วไป (general_education),dsba,90644063,ภาษาญี่ปุ่นเพื่อการท่องเที่ยว,JAPANESE FOR TRAVEL,,,137;221
หมวดศึกษาทั่วไป (general_education),dsba,90644064,ภาษาเกาหลีเพื่อการท่องเที่ยว,KOREAN FOR TRAVEL,,,137;221
หมวดศึกษาทั่วไป (general_education),dsba,90644065,ภาษาเวียดนามเพื่อการท่องเที่ยว,VIETNAMESE FOR TRAVEL,,,137;221
หมวดศึกษาทั่วไป (general_education),dsba,90644066,ภาษามาเลย์เพื่อการท่องเที่ยว,MALAY FOR TRAVEL,,,137;222
