source_gt,program,code,name_th,name_en,year,semester,pages
หมวดศึกษาทั่วไป (general_education),it,90643013,การจัดการเชิงอุตสาหกรรม,INDUSTRIAL MANAGEMENT,,,ocr149;ocr214;ocr286
หมวดศึกษาทั่วไป (general_education),it,90643014,ความรู้ทั่วไปเกี่ยวกับธุรกิจ,GENERAL BUSINESS,,,ocr149;ocr214;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643015,การบัญชีทางธุรกิจสำหรับคนรุ่นใหม่,BUSINESS ACCOUNTING FOR NEW GEN,,,ocr149;ocr215;ocr272;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643016,สนุกกับธุรกิจออนไลน์,FUN WITH ONLINE BUSINESS,,,ocr149;ocr215;ocr274;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643017,ลีนสตาร์ทอัพและแนวคิดธุรกิจแบบคล่องตัว,LEAN STARTUP AND AGILE BUSINESS,,,ocr149;ocr215
หมวดศึกษาทั่วไป (general_education),it,90643018,ธุรกิจระหว่างประเทศ,INTERNATIONAL BUSINESS,,,ocr149;ocr215
หมวดศึกษาทั่วไป (general_education),it,90643019,เศรษฐศาสตร์กับการเป็นผู้ประกอบการ,ECONOMICS AND ENTREPRENEURSHIP,,,ocr149;ocr216
หมวดศึกษาทั่วไป (general_education),it,90643020,นักพัฒนาธุรกิจสร้างสรรค์,INNOVATIVE ENTREPRENEURS,,,ocr149;ocr216;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643021,ผู้ประกอบการสมัยใหม่,MODERN ENTREPRENEURS,,,17;33;39;ocr149;ocr216;ocr270;ocr272;ocr273;ocr384
หมวดศึกษาทั่วไป (general_education),it,90643022,ผู้ประกอบการทางสังคม,SOCIAL ENTREPRENEURS,,,ocr149;ocr216;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643023,ผู้ประกอบการเทคโนโลยี,TECHNOPRENEURS,,,ocr149;ocr217;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643024,ฟาร์มสุข,HAPPINESS FARMS,,,ocr149;ocr217;ocr271
หมวดศึกษาทั่วไป (general_education),it,90643025,เส้นทางสู่ IPO,ROAD TO IPO,,,ocr149;ocr217;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643026,การวางแผนเพื่อการลงทุน,INVESTMENT PLANNING,,,ocr218;ocr271;ocr273;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643027,มนุษย์ เงิน และคณิตศาสตร์,"MAN, MONEY AND MATH",,,ocr150;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643028,มือใหม่ (หัด) เล่นหุ้น,SMART TIPS FOR BEGINNING INVESTERS,,,ocr150;ocr218
หมวดศึกษาทั่วไป (general_education),it,90643029,เศรษฐกิจดิจิทัล,DIGITAL ECONOMY,,,ocr150;ocr218;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643030,เศรษศาสตร์ทั่ไป และการศึกษาความเป็นไปได้ของโครงการ,GENERAL ECONOMICS AND PROJECT FEASIBILITY STUDY,,,ocr150;ocr219;ocr273;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643031,วิถีชีวิตตามแนวคิดเศรษฐกิจหมุนเวียนในศตวรรษที่ 21,CIRCULAR ECONOMIC LIFESTYLE FOR 21st CENTURY,,,ocr150;ocr219;ocr287
หมวดศึกษาทั่วไป (general_education),it,90643032,ปักหมุดเศรษฐกิจ,BCG ECONOMY IN ACTION,,,ocr150;ocr219;ocr272;ocr288
หมวดศึกษาทั่วไป (general_education),it,90643033,การจัดการนวัตกรรม,INNOVATION MANAGEMENT,,,ocr150;ocr220
หมวดศึกษาทั่วไป (general_education),it,90643034,การจัดการกับความคิดสร้างสรรค์,MANAGEMENT AND CREATIVITY,,,ocr150;ocr220
หมวดศึกษาทั่วไป (general_education),it,90643035,การจัดการความรู้เพื่อการพัฒนานวัตกรรม,KNOWLEDGE MANAGEMENT FOR INNOVATION DEVELOPMENT,,,ocr150;ocr221;ocr273;ocr274
หมวดศึกษาทั่วไป (general_education),it,90643036,การจัดการความรู้เพื่อการบริหารโครงการ,KNOWLEDGE MANAGEMENT FOR PROJECT MANAGEMENT,,,ocr150;ocr221;ocr288
หมวดศึกษาทั่วไป (general_education),it,90643037,การบัริหารงานภาครัฐและนโยบายสาธารณะในศตวรรษที่ 21,PUBLIC ADMINISTRATION AND PUBLIC POLICY IN THE 21st CENTURY,,,ocr150;ocr221;ocr288
หมวดศึกษาทั่วไป (general_education),it,90643038,ศัลยกรรมชีวิต,REBRANDING,,,ocr150;ocr222;ocr288
หมวดศึกษาทั่วไป (general_education),it,90644001,ปฎิบัติงานตามทักษะด้านการสื่อสาร 1,PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 1,,,ocr150;ocr222
หมวดศึกษาทั่วไป (general_education),it,90644002,ปฎิบัติงานตามทักษะด้านการสื่อสาร 2,PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 2,,,ocr150;ocr222
หมวดศึกษาทั่วไป (general_education),it,90644003,ปฎิบัติงานตามทักษะด้านการสื่อสาร 3,PRACTICE UNDER LANGUAGE AND COMMUNICATION SKILLS 3,,,ocr150;ocr222;ocr288
หมวดศึกษาทั่วไป (general_education),it,90644004,การฟังและการพูดเชิงวิชาการ,ACADEMIC LISTENING AND SPEAKING,,,ocr150;ocr154;ocr223
หมวดศึกษาทั่วไป (general_education),it,90644005,การอ่านและการเขียนเชิงวิชาการ,ACADEMIC READING AND WRITING,,,ocr150;ocr154;ocr223
หมวดศึกษาทั่วไป (general_education),it,90644006,ภาษาอังกฤษเพื่อปรับพื้นฐาน,PREPARATORY ENGLISH,,,ocr151;ocr154;ocr223;ocr288
หมวดศึกษาทั่วไป (general_education),it,90644007,ภาษาอังกฤษพื้นฐาน 1,FOUNDATION ENGLISH 1,,,17;26;34;ocr138;ocr151;ocr224;ocr384
หมวดศึกษาทั่วไป (general_education),it,90644008,ภาษาอังกฤษพื้นฐาน 2,FOUNDATION ENGLISH 2,,,17;28;35;ocr138;ocr151;ocr224;ocr384
หมวดศึกษาทั่วไป (general_education),it,90644009,การออกเสียงภาษาอังกฤษเบื้องต้น,BASIC ENGLISH PRONUNCIATION,,,ocr151;ocr224;ocr289
หมวดศึกษาทั่วไป (general_education),it,90644010,การพัฒนาทักษะการอ่านและการเขียนภาษาอังกฤษ,DEVELOPMENT OF READING AND WRITING SKILLS IN ENGLISH,,,ocr151;ocr224
หมวดศึกษาทั่วไป (general_education),it,90644011,ภาษาอังกฤษเชิงวิชาการ,ENGLISH FOR ACADEMIC PURPOSES,,,ocr151;ocr225
หมวดศึกษาทั่วไป (general_education),it,90644012,ภาษาอังกฤษเพื่อการสื่อสาร,ENGLISH FOR COMMUNICATION,,,ocr151;ocr225
หมวดศึกษาทั่วไป (general_education),it,90644013,การรเขียนภาษาอังกฤษเพื่อการสื่อสาร,ENGLISH FOR COMMUNICATIVE WRITING,,,ocr151;ocr225
หมวดศึกษาทั่วไป (general_education),it,90644014,ภาษาอังกฤษเพื่อการสื่อสารทางวิชาการ,ENGLISH FOR PROFESSIONAL COMMUNICATION,,,ocr151;ocr225
หมวดศึกษาทั่วไป (general_education),it,90644015,ภาษาอังกฤษเพื่อการศึกษาต่อ,ENGLISH FOR FURTHER STUDIES,,,ocr151;ocr226
หมวดศึกษาทั่วไป (general_education),it,90644016,อังกฤษเพื่ออุสาหกรรม,ENGLISH FOR INDUSTRY,,,ocr151;ocr226;ocr273
หมวดศึกษาทั่วไป (general_education),it,90644017,ภาษาอังกฤษสำหรับธุรกิจ,ENGLISH FOR BUSINESS,,,ocr151;ocr226
หมวดศึกษาทั่วไป (general_education),it,90644018,ภาษาอังกฤษเพื่อการตลาด,ENGLISH FOR MARKETING,,,ocr151;ocr226
หมวดศึกษาทั่วไป (general_education),it,90644019,ภาษาอังกฤษเพื่อการจัดการ,ENGLISH FOR MANAGEMENT,,,ocr151;ocr289
หมวดศึกษาทั่วไป (general_education),it,90644020,ภาษาอังกฤษเพื่อความเข้าใจข่าวสาร,ENGLISH FOR MADIA,,,ocr151;ocr227
หมวดศึกษาทั่วไป (general_education),it,90644021,ภาษาอังกฤษเพื่อการสื่อสารระหว่างวัฒนธรรม,ENGLISH FOR INTERCURAL COMMUNICATION,,,ocr151;ocr227
หมวดศึกษาทั่วไป (general_education),it,90644022,ภาษาอังกฤษสำหรับมืออาชีพ,ENGLISH FOR PROFESSIONAL PURPOSES,,,ocr151;ocr227;ocr289
หมวดศึกษาทั่วไป (general_education),it,90644023,ภาษาอังกฤษเพื่อเตรียมตัวทำงาน,ENGLISH FOR WORK PREPATION,,,ocr151;ocr274
หมวดศึกษาทั่วไป (general_education),it,90644024,ภาษาอังกฤษเพื่อการท่องเที่ยวและการเดินทาง,ENGLISH FOR TOURISM AND TRAVELLING,,,ocr151;ocr228
หมวดศึกษาทั่วไป (general_education),it,90644025,ภาษาอังกฤษเพื่อการสื่อสารในงานสถาปัตยกรรม,ENGLISH FOR ARCHITECTURAL ARTS & DESIGN COMMUNICATION,,,ocr152;ocr228
หมวดศึกษาทั่วไป (general_education),it,90644026,ภาษาอังกฤษเพื่อการนำเสนอในงานสถาปัตยกรรม,ENGLISH FOR ARCHITECTURAL ARTS & DESIGN PRESENTATION,,,ocr152;ocr228
หมวดศึกษาทั่วไป (general_education),it,90644027,ภาษาอังกฤษสำหระบการเขียนพรรณา,ENGLISH FOR NARRATIVE WRITING,,,ocr152;ocr229
หมวดศึกษาทั่วไป (general_education),it,90644028,ภาษาอังกฤษเพื่อการออกแบบ,ENGLISH FOR DESIGN,,,ocr152;ocr229
หมวดศึกษาทั่วไป (general_education),it,90644029,ภาษาอังกฤษสำหรับวิชาชีพสุขภาพ,ENGLISH FOR HEALTH PROFESSIONS,,,ocr152;ocr229
หมวดศึกษาทั่วไป (general_education),it,90644030,ภาษาอังกฤษเพื่อการประชาสัมพันธ์,ENGLISH FOR PUBLIC RELATIONS,,,ocr152;ocr229
หมวดศึกษาทั่วไป (general_education),it,90644031,ภาษาอังกฤษสำหรับวิทยาศาสตร์และเทคโนโลยี,ENGLISH FOR SCIENCE AND TECHNOLOGY,,,ocr152;ocr230;ocr290
หมวดศึกษาทั่วไป (general_education),it,90644032,ภาษาอังกฤษสำหรับการบิน,ENGLISH FOR AVIATION,,,ocr152;ocr230
หมวดศึกษาทั่วไป (general_education),it,90644033,การเขียนและการพูดในงานอาชีพ,WRITING AND SPEAKING IN THE PROFESSIONS,,,ocr152;ocr230;ocr290
หมวดศึกษาทั่วไป (general_education),it,90644034,การเขียนทางเทคนิค,TECHNICAL WRITING,,,ocr152;ocr230
หมวดศึกษาทั่วไป (general_education),it,90644035,การอ่านและเขียนเชิงวิชาการสำหรับวิทยาศาสตร์สุขภาพ,ACADEMIC READING AND WRITING FOR HEALTH SCIENCES,,,ocr152;ocr231
หมวดศึกษาทั่วไป (general_education),it,90644036,การพัฒนาทักษะทางภาษาอังกฤษเพื่อการเรียนรู้ตลอดชีวิต,ENLISH SKILL DEVELOPMENT FOR LIFE-LONG LEARNING,,,ocr152;ocr231
หมวดศึกษาทั่วไป (general_education),it,90644037,การสื่อสารข้ามวัฒนธรรม,CROSS CULTURAL COMMUNICATION,,,ocr152;ocr231
หมวดศึกษาทั่วไป (general_education),it,90644038,การสื่อสารนวัตกรรม,INNOVATIVE COMMUNICATION,,,ocr152;ocr232
หมวดศึกษาทั่วไป (general_education),it,90644039,ทักษะการสื่อสารผ่านการอภิปราย,COMMUNICATION SKILLS THROUGH DEBATE,,,ocr152;ocr232;ocr274
หมวดศึกษาทั่วไป (general_education),it,90644040,ทักษะการสื่อสารผ่านละคร,COMMUNICATION SKILLS THROUGH DRAMA,,,ocr152;ocr232
หมวดศึกษาทั่วไป (general_education),it,90644041,ภาษาอังกฤษจากสื่อบันเทิง,ENGLISH FROM ENTERTAINMENT MEDIA,,,ocr152;ocr232
หมวดศึกษาทั่วไป (general_education),it,90644042,การสื่อสารและการนำเสนออย่างมืออาชีพ,PROFESSIONAL COMMUNICATION AND PRESENTATION,,,17;32;40;ocr152;ocr233;ocr273;ocr274;ocr384
หมวดศึกษาทั่วไป (general_education),it,90644043,การพูดในที่สาธารณะ,PUBLIC SPEAKING,,,ocr152
หมวดศึกษาทั่วไป (general_education),it,90644044,พูดได้ พูดดี พูดเป็น,BEST SPEECH,,,ocr153;ocr233
หมวดศึกษาทั่วไป (general_education),it,90644045,การค้นคว้าและการเขียนรายงาน,RESEARCH PAPER WRITING,,,ocr153;ocr233
หมวดศึกษาทั่วไป (general_education),it,90644046,การฟังและการอ่านเพื่อพัฒนาคุณภาพชีวิต,LISTENING AND READING FOR IMPROVING LIFE QUALITY,,,ocr153;ocr234
หมวดศึกษาทั่วไป (general_education),it,90644047,การพัฒนาทักษะการเขียนภาษาไทยเชิงสร้างสรรค์,DEVELOPMENT OF THAI CREATIVE WRITING SKILLS,,,ocr153;ocr234;ocr291
หมวดศึกษาทั่วไป (general_education),it,90644048,ภาษาในสังคมไทย,LANGUAGE IN THAI SOCIETY,,,ocr153;ocr234
หมวดศึกษาทั่วไป (general_education),it,90644049,ภาษาไทยเพื่อการสร้างสรรค์,THAI LANGUAGE FOR CREATIVITY,,,ocr153;ocr234
หมวดศึกษาทั่วไป (general_education),it,90644050,การเขียนภาษาไทยในที่ทำงาน,THAI WRITING IN WORKPLACE,,,ocr153;ocr235;ocr274
หมวดศึกษาทั่วไป (general_education),it,90644051,ภาษาไทยสำหรับทันตแพทย์,THAI FOR DENTAL PROFESSIONS,,,ocr153;ocr235
หมวดศึกษาทั่วไป (general_education),it,90644052,ศิลปะการสื่อสารสำหรับมืออาชีพด้านอาหาร,COMMUNICATION IN THAI FOR CULINARY PROFESSIONALS,,,ocr153;ocr235
หมวดศึกษาทั่วไป (general_education),it,90644053,การฟังและการพูดภาษาจีนพื้นฐาน,FUNDAMENTAL CHINESE FOR LISTENING AND SPEAKING,,,ocr153;ocr235;ocr267;ocr291
หมวดศึกษาทั่วไป (general_education),it,90644054,การอ่านและการเขียนภาษาจีนพื้นฐาน,FUNDAMENTAL CHINESE READING AND WRITING,,,ocr153
หมวดศึกษาทั่วไป (general_education),it,90644055,ไวยากรณ์ภาษาจีนพื้นฐาน และสำนวนและสุภาษิตภาษาจีน,BASIC CHINESE GRAMMAR AND CHINESE IDIOMS AND PROVERBS,,,ocr153;ocr236;ocr268;ocr291
หมวดศึกษาทั่วไป (general_education),it,90644056,วัฒนธรรม สำนวนและสุภาษิตจีน,CHINESE CULTURE IDIOMS AND PROVERBS,,,ocr153;ocr236
หมวดศึกษาทั่วไป (general_education),it,90644057,ภาษาจีนเพื่อการสื่อสาร,CHINESE FOR COMMUNUCATION,,,ocr153;ocr236;ocr270
หมวดศึกษาทั่วไป (general_education),it,90644058,ภาษาจีนสำหรับแฟนด้อม,CHINESE FANDOM,,,ocr153;ocr236
หมวดศึกษาทั่วไป (general_education),it,90644059,ภาษาจีนเพื่อการท่องเที่ยว,CHINESE FOR TRAVEL,,,ocr153;ocr237
หมวดศึกษาทั่วไป (general_education),it,90644060,ภาษาเยอรมันเพื่อการสื่อสาร,GERMAN FOR COMMUNUCATION,,,ocr153;ocr237
หมวดศึกษาทั่วไป (general_education),it,90644061,ภาษาเยอรมันเพื่อการทำงานและธุรกิจ,GERMAN FOR WORK AND BUSINESS,,,ocr153;ocr237
หมวดศึกษาทั่วไป (general_education),it,90644062,ภาษาญี่ปุ่นเพื่อการสื่อสาร,JAPANESE FOR COMMUNICATION,,,ocr153;ocr238;ocr270
หมวดศึกษาทั่วไป (general_education),it,90644063,ภาษาญี่ปุ่นเพื่อการท่องเที่ยว,JAPANESE FOR TRAVEL,,,ocr154;ocr238
หมวดศึกษาทั่วไป (general_education),it,90644064,ภาษาเกาหลีเพื่อการท่องเที่ยว,KOREAN FOR TRAVEL,,,ocr154;ocr238
หมวดศึกษาทั่วไป (general_education),it,90644065,ภาษาเวียดนามเพื่อการท่องเที่ยว,VIETNAMESE FOR TRAVEL,,,ocr154
หมวดศึกษาทั่วไป (general_education),it,90644066,ภาษามาเลย์เพื่อการท่องเที่ยว,MALAY FOR TRAVEL,,,ocr154;ocr239
