category,question,answer,source_pages,article_no
รายวิชา,วิชา PROCESS MINING (06026220) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),17;67;325;352,
รายวิชา,วิชา INFORMATION RETRIEVAL (06026221) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),17;67;325;352,
รายวิชา,วิชา COMPUTER VISION (06026222) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),17;326;352,
รายวิชา,วิชา IMAGE PROCESSING (06026223) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),17;326;352,
รายวิชา,วิชา IMAGE TRANSFORMATION AND RECOGNITION (06026224) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),17;67;326;352,
รายวิชา,"วิชา DEEP LEARNING IN MEDICAL IMAGE AND VIDEO
ANALYSIS (06026225) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop)",ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),17;68;327;352,
รายวิชา,วิชา SPECIAL TOPICS IN DATA SCIENCE 1 (06026226) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),17;327;352,
รายวิชา,วิชา SPECIAL TOPICS IN DATA SCIENCE 2 (06026227) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),17;68;328;352,
รายวิชา,วิชา SPECIAL WORKSHOP IN DATA SCIENCE 1 (06026228) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),18;68;328;353,
รายวิชา,วิชา SPECIAL WORKSHOP IN DATA SCIENCE 2 (06026229) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),18;68;328;353,
รายวิชา,วิชา TIME SERIES AND FORECASTING (06026230) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;328;353,
รายวิชา,วิชา BAYESIAN STATISTICS (06026231) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;329;353,
รายวิชา,วิชา INTRODUCTION TO STOCHASTIC PROCESS (06026232) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;329;353,
รายวิชา,วิชา MULTIVARIATE DATA ANALYSIS (06026233) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;68;329;353,
รายวิชา,วิชา EXPERIMENTAL DESIGN (06026234) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;330;353,
รายวิชา,วิชา SPECIAL TOPICS IN STATISTICAL ANALYTICS 1 (06026235) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;68;330;353,
รายวิชา,วิชา SPECIAL TOPICS IN STATISTICAL ANALYTICS 2 (06026236) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;68;330;353,
รายวิชา,วิชา SPECIAL WORKSHOP IN STATISTICAL ANALYTICS 1 (06026237) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),18;331;353,
รายวิชา,วิชา SPECIAL WORKSHOP IN STATISTICAL ANALYTICS 2 (06026238) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),18;69;331;353,
รายวิชา,วิชา DATA PIPELINE ARCHITECTURE (06026239) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;331;353,
รายวิชา,วิชา INTELLIGENT SYSTEM DEVELOPMENT (06026240) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),18;332;353,
รายวิชา,วิชา MACHINE LEARNING OPERATIONS (06026241) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;69;332;353,
รายวิชา,วิชา CLOUD TECHNOLOGY INFRASTRUCTURE (06026242) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),18;332;353,
รายวิชา,วิชา ADVANCED DATABASE SYSTEMS (06026243) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),19;333;353,
รายวิชา,"วิชา DATABASE SYSTEM MAINTENANCE AND
ADMINISTRATION (06026244) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop)",ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),19;333,
รายวิชา,วิชา DISTRIBUTED DATABASE SYSTEMS (06026245) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),19;334;353,
รายวิชา,วิชา SPECIAL TOPICS IN DATA ENGINEERING 1 (06026246) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),19;69;334;353,
รายวิชา,วิชา SPECIAL TOPICS IN DATA ENGINEERING 2 (06026247) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),19;69;334;353,
รายวิชา,วิชา SPECIAL WORKSHOP IN DATA ENGINEERING 1 (06026248) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),19;335;353,
รายวิชา,วิชา SPECIAL WORKSHOP IN DATA ENGINEERING 2 (06026249) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),19;69;335;353,
รายวิชา,วิชา DATA SCIENCE FOR BUSINESS (06026250) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),19;70;335;353,
รายวิชา,วิชา FINANCIAL ACCOUNTING (06026251) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),19;336;353,
รายวิชา,วิชา FINANCIAL ANALYTICS (06026252) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),19;70;336;354,
รายวิชา,วิชา MARKETING ANALYTICS (06026253) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),19;70;336;354,
รายวิชา,วิชา INTRODUCTION TO HEALTH ANALYTICS (06026254) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),19;337;354,
รายวิชา,วิชา CLINICAL DATA ACQUISITION AND MANAGEMENT (06026255) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),19;337;354,
รายวิชา,วิชา OPERATIONS MANAGEMENT (06026256) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),19;70;338;354,
รายวิชา,"วิชา BUSINESS STRATEGIC AND PERFORMANCE
MANAGEMENT (06026257) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop)",ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),20;70;338;354,
รายวิชา,วิชา SOCIAL NETWORK ANALYSIS (06026258) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(3-0-6),20;70;339;354,
รายวิชา,"วิชา COOPERATIVE EDUCATION IN DATA
SCIENCE AND BUSINESS ANALYTICS (06026259) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop)",ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 6(0-35-0),20;34;70;339;354,
รายวิชา,"วิชา OVERSEA COOPERATIVE EDUCATION IN DATA
SCIENCE AND BUSINESS ANALYTICS (06026260) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร DSBA แผน no_coop)",ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 6(0-35-0),20;34;69;70;339;354,
รายวิชา,วิชา MATHEMATICS FOR INFORMATION TECHNOLOGY (06016401) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),18;26;34;ocr328,
รายวิชา,วิชา INFORMATION TECHNOLOGY FUNDAMENTALS (06016402) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),18;26;34;ocr328,
รายวิชา,วิชา INTRODUCTION TO COMPUTER SYSTEMS (06016411) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),19;26;34;ocr333,
รายวิชา,วิชา PROBLEM SOLVING AND COMPUTER PROGRAMMING (06066303) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),19;26;34;ocr371;ocr387,
รายวิชา,วิชา CHARM SCHOOL (90641001) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 1 หน่วยกิต 2(1-2-3),16;26;34;ocr138;ocr140;ocr166;ocr249;ocr277;ocr384,
รายวิชา,วิชา SPORTS AND RECREATIONAL ACTIVITIES (90641003) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 1 หน่วยกิต 1(0-3-2),17;26;34;ocr138;ocr140;ocr166;ocr249;ocr277;ocr384,
รายวิชา,วิชา FOUNDATION ENGLISH 1 (90644007) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),17;26;34;ocr138;ocr151;ocr224;ocr384,
รายวิชา,วิชา OBJECT-ORIENTED PROGRAMMING (06016408) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 2 หน่วยกิต 3(2-2-5),19;28;35;ocr331;ocr336,
รายวิชา,วิชา PROBABILITY AND STATISTICS (06066001) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),18;28;35;ocr368;ocr386,
รายวิชา,วิชา BUSINESS FUNDAMENTALS FOR INFORMATION TECHNOLOGY (06066101) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),18;28;35;ocr355;ocr368;ocr369;ocr386,
รายวิชา,วิชา DATA STRUCTURES AND ALGORITHMS (06066301) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 2 หน่วยกิต 3(2-2-5),19;28;35;ocr370;ocr386,
รายวิชา,วิชา DIGITAL INTELLIGENCE QUOTIENT (90641002) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),16;28;35;ocr138;ocr140;ocr166;ocr249;ocr277;ocr384,
รายวิชา,วิชา FOUNDATION ENGLISH 2 (90644008) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 1 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),17;28;35;ocr138;ocr151;ocr224;ocr384,
รายวิชา,วิชา MULTIMEDIA TECHNOLOGY (06016403) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),18;29;36;ocr329,
รายวิชา,วิชา PHYSICAL COMPUTING (06016409) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),19;29;36;ocr332,
รายวิชา,วิชา INTRODUCTION TO NETWORK SYSTEMS (06016413) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),19;29;36;ocr333;ocr337;ocr338;ocr339;ocr340,
รายวิชา,วิชา DISCRETE MATHEMATICS (06066000) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),18;29;36;ocr367;ocr386,
รายวิชา,วิชา DATABASE SYSTEM CONCEPTS (06066300) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),19;29;36;ocr356;ocr369;ocr386,
รายวิชา,วิชา INFORMATION SYSTEM ANALYSIS AND DESIGN (06066304) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),19;29;36;ocr344;ocr371;ocr387,
รายวิชา,วิชา CYBERSECURITY FUNDAMENTALS (06016405) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),18;30;37;ocr330,
รายวิชา,วิชา SOFTWARE ENGINEERING (06016410) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),19;30;37;ocr332,
รายวิชา,วิชา COMPUTER ORGANIZATION AND OPERATING SYSTEM (06016412) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(2-2-5),19;30;37;ocr333;ocr88,
รายวิชา,วิชา FUNDAMENTAL WEB PROGRAMMING (06066302) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(2-2-5),19;30;37;ocr343;ocr350;ocr370;ocr386,
รายวิชา,วิชา NOSQL DATABASE SYSTEMS (06016414) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(2-2-5),20;30;37;ocr334,
รายวิชา,วิชา FUNCTIONAL PROGRAMMING (06016415) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(2-2-5),20;30;37;ocr335,
รายวิชา,วิชา COMMUNICATION NETWORK INFRASTRUCTURE (06016419) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(2-2-5),20;30;37;ocr337,
รายวิชา,วิชา INFRASTRUCTURE SYSTEMS AND SERVICES (06016420) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(2-2-5),20;30;37;ocr338,
รายวิชา,วิชา HUMAN INTERFACE DESIGN (06016424) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),21;30;37;ocr340,
รายวิชา,วิชา VISUAL DESIGN FUNDAMENTALS FOR INTERACTIVE MEDIA (06016425) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 2 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),21;30;37;ocr341,
รายวิชา,วิชา CLOUD COMPUTING (06016404) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),18;28;31;ocr329;ocr343,
รายวิชา,วิชา MANAGEMENT INFORMATION SYSTEMS (06066102) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),18;28;31;ocr369;ocr386,
รายวิชา,วิชา REQUIREMENT ENGINEERING (06016416) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),20;28;31;ocr335,
รายวิชา,วิชา SOFTWARE DEVELOPMENT TOOLS AND ENVIRONMENTS (06016417) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),20;28;31;ocr335;ocr88,
รายวิชา,วิชา SERVER-SIDE WEB DEVELOPMENT (06016418) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),20;21;28;31;ocr336;ocr88,
รายวิชา,วิชา INFORMATION TECHNOLOGY INFRASTRUCTURE SECURITY (06016421) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),20;28;31;ocr338,
รายวิชา,วิชา INTERNET OF THINGS (06016422) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),20;28;31;ocr339,
รายวิชา,วิชา INFRASTRUCTURE PROGRAMMABILITY AND AUTOMATION (06016423) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),20;28;31;ocr340,
รายวิชา,วิชา COMPUTER GRAPHICS AND ANIMATION (06016426) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),21;28;31;ocr341,
รายวิชา,วิชา INTRODUCTION TO GAME DESIGN AND DEVELOPMENT (06016427) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),21;28;31;ocr342,
รายวิชา,วิชา SERVER-SIDE WEB DEVELOPMENT (06016418) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 3 ภาคการศึกษาที่ 1 หน่วยกิต 3(2-2-5),20;21;28;31;ocr336;ocr88,
รายวิชา,วิชา PROJECT 1 (06016406) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 4 ภาคการศึกษาที่ 1 หน่วยกิต 3(0-9-0),18;33;39;ocr330;ocr331;ocr87,
รายวิชา,วิชา ELECTIVE COURSE IN INFORMATION TECHNOLOGY 1 (060164xx) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 4 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6) หรือ 3(2-2-5) หรือ 3(0-6-3),32;33;39,
รายวิชา,วิชา MODERN ENTREPRENEURS (90643021) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 4 ภาคการศึกษาที่ 1 หน่วยกิต 3(3-0-6),17;33;39;ocr149;ocr216;ocr270;ocr272;ocr273;ocr384,
รายวิชา,วิชา PROJECT 2 (06016407) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 4 ภาคการศึกษาที่ 2 หน่วยกิต 3(0-9-0),19;33;40;ocr331,
รายวิชา,วิชา INFORMATION TECHNOLOGY PROJECT MANAGEMENT (06066100) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 4 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),18;32;40;ocr368;ocr386,
รายวิชา,วิชา LAW FOR NEW GENERATION (90642033) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 4 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),17;32;40;ocr141;ocr176;ocr273;ocr384,
รายวิชา,วิชา PROFESSIONAL COMMUNICATION AND PRESENTATION (90644042) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 4 ภาคการศึกษาที่ 2 หน่วยกิต 3(3-0-6),17;32;40;ocr152;ocr233;ocr273;ocr274;ocr384,
รายวิชา,วิชา MICROSERVICE DESIGN AND DEVELOPMENT (06016428) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),21;25;ocr342;ocr390,
รายวิชา,วิชา CLIENT-SIDE WEB DEVELOPMENT (06016429) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),21;25;ocr343;ocr390,
รายวิชา,วิชา CLOUD APPLICATION DEVELOPMENT (06016430) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),21;25;ocr343;ocr390,
รายวิชา,วิชา MOBILE DEVICE PROGRAMMING (06016431) อยู่ในชั้นปีและภาคการศึกษาใด และมีหน่วยกิตเท่าไร? (หลักสูตร IT แผน coop),ปี 0 ภาคการศึกษาที่ 0 หน่วยกิต 3(2-2-5),21;ocr344;ocr390,
